order_id,customer_id,country,product,order_date,sales_amount
36939,USA_036939,USA,T-Shirt,2024-01-08,140
36940,USA_036940,USA,Socks,2024-01-09,141
36941,USA_036941,USA,Socks,2024-01-10,142
36942,USA_036942,USA,T-Shirt,2024-01-11,143
36943,USA_036943,USA,Socks,2024-01-12,144
36944,USA_036944,USA,Socks,2024-01-13,145
36945,USA_036945,USA,T-Shirt,2024-01-14,146
36946,USA_036946,USA,Socks,2024-01-15,147
36947,USA_036947,USA,Socks,2024-01-16,148
36948,USA_036948,USA,T-Shirt,2024-01-17,149
36949,USA_036949,USA,Socks,2024-01-18,150
36950,USA_036950,USA,Socks,2024-01-19,151
36951,USA_036951,USA,T-Shirt,2024-01-20,152
36952,USA_036952,USA,Socks,2024-01-21,153
36953,USA_036953,USA,Socks,2024-01-22,154
36954,USA_036954,USA,T-Shirt,2024-01-23,155
36955,USA_036955,USA,Socks,2024-01-24,156
36956,USA_036956,USA,Socks,2024-01-25,157
36957,USA_036957,USA,T-Shirt,2024-01-26,158
36958,USA_036958,USA,Socks,2024-01-27,159
36959,USA_036959,USA,Socks,2024-01-28,160
36960,USA_036960,USA,T-Shirt,2024-01-01,161
36961,USA_036961,USA,Socks,2024-01-02,162
36962,USA_036962,USA,Socks,2024-01-03,163
36963,USA_036963,USA,T-Shirt,2024-01-04,164
36964,USA_036964,USA,Socks,2024-01-05,165
36965,USA_036965,USA,Socks,2024-01-06,166
36966,USA_036966,USA,T-Shirt,2024-01-07,167
36967,USA_036967,USA,Socks,2024-01-08,168
36968,USA_036968,USA,Socks,2024-01-09,169
36969,USA_036969,USA,T-Shirt,2024-01-10,170
36970,USA_036970,USA,Socks,2024-01-11,171
36971,USA_036971,USA,Socks,2024-01-12,172
36972,USA_036972,USA,T-Shirt,2024-01-13,173
36973,USA_036973,USA,Socks,2024-01-14,174
36974,USA_036974,USA,Socks,2024-01-15,175
36975,USA_036975,USA,T-Shirt,2024-01-16,176
36976,USA_036976,USA,Socks,2024-01-17,177
36977,USA_036977,USA,Socks,2024-01-18,178
36978,USA_036978,USA,T-Shirt,2024-01-19,179
36979,USA_036979,USA,Socks,2024-01-20,180
36980,USA_036980,USA,Socks,2024-01-21,181
36981,USA_036981,USA,T-Shirt,2024-01-22,182
36982,USA_036982,USA,Socks,2024-01-23,183
36983,USA_036983,USA,Socks,2024-01-24,184
36984,USA_036984,USA,T-Shirt,2024-01-25,185
36985,USA_036985,USA,Socks,2024-01-26,186
36986,USA_036986,USA,Socks,2024-01-27,187
36987,USA_036987,USA,T-Shirt,2024-01-28,188
36988,USA_036988,USA,Socks,2024-01-01,189
36989,USA_036989,USA,Socks,2024-01-02,190
36990,USA_036990,USA,T-Shirt,2024-01-03,191
36991,USA_036991,USA,Socks,2024-01-04,192
36992,USA_036992,USA,Socks,2024-01-05,193
36993,USA_036993,USA,T-Shirt,2024-01-06,194
36994,USA_036994,USA,Socks,2024-01-07,195
36995,USA_036995,USA,Socks,2024-01-08,196
36996,USA_036996,USA,T-Shirt,2024-01-09,197
36997,USA_036997,USA,Socks,2024-01-10,198
36998,USA_036998,USA,Socks,2024-01-11,199
36999,USA_036999,USA,T-Shirt,2024-01-12,200
37000,USA_037000,USA,Socks,2024-01-13,1
37001,USA_037001,USA,Socks,2024-01-14,2
37002,USA_037002,USA,T-Shirt,2024-01-15,3
37003,USA_037003,USA,Socks,2024-01-16,4
37004,USA_037004,USA,Socks,2024-01-17,5
37005,USA_037005,USA,T-Shirt,2024-01-18,6
37006,USA_037006,USA,Socks,2024-01-19,7
37007,USA_037007,USA,Socks,2024-01-20,8
37008,USA_037008,USA,T-Shirt,2024-01-21,9
37009,USA_037009,USA,Socks,2024-01-22,10
37010,USA_037010,USA,Socks,2024-01-23,11
37011,USA_037011,USA,T-Shirt,2024-01-24,12
37012,USA_037012,USA,Socks,2024-01-25,13
37013,USA_037013,USA,Socks,2024-01-26,14
37014,USA_037014,USA,T-Shirt,2024-01-27,15
37015,USA_037015,USA,Socks,2024-01-28,16
37016,USA_037016,USA,Socks,2024-01-01,17
37017,USA_037017,USA,T-Shirt,2024-01-02,18
37018,USA_037018,USA,Socks,2024-01-03,19
37019,USA_037019,USA,Socks,2024-01-04,20
37020,USA_037020,USA,T-Shirt,2024-01-05,21
37021,USA_037021,USA,Socks,2024-01-06,22
37022,USA_037022,USA,Socks,2024-01-07,23
37023,USA_037023,USA,T-Shirt,2024-01-08,24
37024,USA_037024,USA,Socks,2024-01-09,25
37025,USA_037025,USA,Socks,2024-01-10,26
37026,USA_037026,USA,T-Shirt,2024-01-11,27
37027,USA_037027,USA,Socks,2024-01-12,28
37028,USA_037028,USA,Socks,2024-01-13,29
37029,USA_037029,USA,T-Shirt,2024-01-14,30
37030,USA_037030,USA,Socks,2024-01-15,31
37031,USA_037031,USA,Socks,2024-01-16,32
37032,USA_037032,USA,T-Shirt,2024-01-17,33
37033,USA_037033,USA,Socks,2024-01-18,34
37034,USA_037034,USA,Socks,2024-01-19,35
37035,USA_037035,USA,T-Shirt,2024-01-20,36
37036,USA_037036,USA,Socks,2024-01-21,37
37037,USA_037037,USA,Socks,2024-01-22,38
37038,USA_037038,USA,T-Shirt,2024-01-23,39
37039,USA_037039,USA,Socks,2024-01-24,40
37040,USA_037040,USA,Socks,2024-01-25,41
37041,USA_037041,USA,T-Shirt,2024-01-26,42
37042,USA_037042,USA,Socks,2024-01-27,43
37043,USA_037043,USA,Socks,2024-01-28,44
37044,USA_037044,USA,T-Shirt,2024-01-01,45
37045,USA_037045,USA,Socks,2024-01-02,46
37046,USA_037046,USA,Socks,2024-01-03,47
37047,USA_037047,USA,T-Shirt,2024-01-04,48
37048,USA_037048,USA,Socks,2024-01-05,49
37049,USA_037049,USA,Socks,2024-01-06,50
37050,USA_037050,USA,T-Shirt,2024-01-07,51
37051,USA_037051,USA,Socks,2024-01-08,52
37052,USA_037052,USA,Socks,2024-01-09,53
37053,USA_037053,USA,T-Shirt,2024-01-10,54
37054,USA_037054,USA,Socks,2024-01-11,55
37055,USA_037055,USA,Socks,2024-01-12,56
37056,USA_037056,USA,T-Shirt,2024-01-13,57
37057,USA_037057,USA,Socks,2024-01-14,58
37058,USA_037058,USA,Socks,2024-01-15,59
37059,USA_037059,USA,T-Shirt,2024-01-16,60
37060,USA_037060,USA,Socks,2024-01-17,61
37061,USA_037061,USA,Socks,2024-01-18,62
37062,USA_037062,USA,T-Shirt,2024-01-19,63
37063,USA_037063,USA,Socks,2024-01-20,64
37064,USA_037064,USA,Socks,2024-01-21,65
37065,USA_037065,USA,T-Shirt,2024-01-22,66
37066,USA_037066,USA,Socks,2024-01-23,67
37067,USA_037067,USA,Socks,2024-01-24,68
37068,USA_037068,USA,T-Shirt,2024-01-25,69
37069,USA_037069,USA,Socks,2024-01-26,70
37070,USA_037070,USA,Socks,2024-01-27,71
37071,USA_037071,USA,T-Shirt,2024-01-28,72
37072,USA_037072,USA,Socks,2024-01-01,73
37073,USA_037073,USA,Socks,2024-01-02,74
37074,USA_037074,USA,T-Shirt,2024-01-03,75
37075,USA_037075,USA,Socks,2024-01-04,76
37076,USA_037076,USA,Socks,2024-01-05,77
37077,USA_037077,USA,T-Shirt,2024-01-06,78
37078,USA_037078,USA,Socks,2024-01-07,79
37079,USA_037079,USA,Socks,2024-01-08,80
37080,USA_037080,USA,T-Shirt,2024-01-09,81
37081,USA_037081,USA,Socks,2024-01-10,82
37082,USA_037082,USA,Socks,2024-01-11,83
37083,USA_037083,USA,T-Shirt,2024-01-12,84
37084,USA_037084,USA,Socks,2024-01-13,85
37085,USA_037085,USA,Socks,2024-01-14,86
37086,USA_037086,USA,T-Shirt,2024-01-15,87
37087,USA_037087,USA,Socks,2024-01-16,88
37088,USA_037088,USA,Socks,2024-01-17,89
37089,USA_037089,USA,T-Shirt,2024-01-18,90
37090,USA_037090,USA,Socks,2024-01-19,91
37091,USA_037091,USA,Socks,2024-01-20,92
37092,USA_037092,USA,T-Shirt,2024-01-21,93
37093,USA_037093,USA,Socks,2024-01-22,94
37094,USA_037094,USA,Socks,2024-01-23,95
37095,USA_037095,USA,T-Shirt,2024-01-24,96
37096,USA_037096,USA,Socks,2024-01-25,97
37097,USA_037097,USA,Socks,2024-01-26,98
37098,USA_037098,USA,T-Shirt,2024-01-27,99
37099,USA_037099,USA,Socks,2024-01-28,100
37100,USA_037100,USA,Socks,2024-01-01,101
37101,USA_037101,USA,T-Shirt,2024-01-02,102
37102,USA_037102,USA,Socks,2024-01-03,103
37103,USA_037103,USA,Socks,2024-01-04,104
37104,USA_037104,USA,T-Shirt,2024-01-05,105
37105,USA_037105,USA,Socks,2024-01-06,106
37106,USA_037106,USA,Socks,2024-01-07,107
37107,USA_037107,USA,T-Shirt,2024-01-08,108
37108,USA_037108,USA,Socks,2024-01-09,109
37109,USA_037109,USA,Socks,2024-01-10,110
37110,USA_037110,USA,T-Shirt,2024-01-11,111
37111,USA_037111,USA,Socks,2024-01-12,112
37112,USA_037112,USA,Socks,2024-01-13,113
37113,USA_037113,USA,T-Shirt,2024-01-14,114
37114,USA_037114,USA,Socks,2024-01-15,115
37115,USA_037115,USA,Socks,2024-01-16,116
37116,USA_037116,USA,T-Shirt,2024-01-17,117
37117,USA_037117,USA,Socks,2024-01-18,118
37118,USA_037118,USA,Socks,2024-01-19,119
37119,USA_037119,USA,T-Shirt,2024-01-20,120
37120,USA_037120,USA,Socks,2024-01-21,121
37121,USA_037121,USA,Socks,2024-01-22,122
37122,USA_037122,USA,T-Shirt,2024-01-23,123
37123,USA_037123,USA,Socks,2024-01-24,124
37124,USA_037124,USA,Socks,2024-01-25,125
37125,USA_037125,USA,T-Shirt,2024-01-26,126
37126,USA_037126,USA,Socks,2024-01-27,127
37127,USA_037127,USA,Socks,2024-01-28,128
37128,USA_037128,USA,T-Shirt,2024-01-01,129
37129,USA_037129,USA,Socks,2024-01-02,130
37130,USA_037130,USA,Socks,2024-01-03,131
37131,USA_037131,USA,T-Shirt,2024-01-04,132
37132,USA_037132,USA,Socks,2024-01-05,133
37133,USA_037133,USA,Socks,2024-01-06,134
37134,USA_037134,USA,T-Shirt,2024-01-07,135
37135,USA_037135,USA,Socks,2024-01-08,136
37136,USA_037136,USA,Socks,2024-01-09,137
37137,USA_037137,USA,T-Shirt,2024-01-10,138
37138,USA_037138,USA,Socks,2024-01-11,139
37139,USA_037139,USA,Socks,2024-01-12,140
37140,USA_037140,USA,T-Shirt,2024-01-13,141
37141,USA_037141,USA,Socks,2024-01-14,142
37142,USA_037142,USA,Socks,2024-01-15,143
37143,USA_037143,USA,T-Shirt,2024-01-16,144
37144,USA_037144,USA,Socks,2024-01-17,145
37145,USA_037145,USA,Socks,2024-01-18,146
37146,USA_037146,USA,T-Shirt,2024-01-19,147
37147,USA_037147,USA,Socks,2024-01-20,148
37148,USA_037148,USA,Socks,2024-01-21,149
37149,USA_037149,USA,T-Shirt,2024-01-22,150
37150,USA_037150,USA,Socks,2024-01-23,151
37151,USA_037151,USA,Socks,2024-01-24,152
37152,USA_037152,USA,T-Shirt,2024-01-25,153
37153,USA_037153,USA,Socks,2024-01-26,154
37154,USA_037154,USA,Socks,2024-01-27,155
37155,USA_037155,USA,T-Shirt,2024-01-28,156
37156,USA_037156,USA,Socks,2024-01-01,157
37157,USA_037157,USA,Socks,2024-01-02,158
37158,USA_037158,USA,T-Shirt,2024-01-03,159
37159,USA_037159,USA,Socks,2024-01-04,160
37160,USA_037160,USA,Socks,2024-01-05,161
37161,USA_037161,USA,T-Shirt,2024-01-06,162
37162,USA_037162,USA,Socks,2024-01-07,163
37163,USA_037163,USA,Socks,2024-01-08,164
37164,USA_037164,USA,T-Shirt,2024-01-09,165
37165,USA_037165,USA,Socks,2024-01-10,166
37166,USA_037166,USA,Socks,2024-01-11,167
37167,USA_037167,USA,T-Shirt,2024-01-12,168
37168,USA_037168,USA,Socks,2024-01-13,169
37169,USA_037169,USA,Socks,2024-01-14,170
37170,USA_037170,USA,T-Shirt,2024-01-15,171
37171,USA_037171,USA,Socks,2024-01-16,172
37172,USA_037172,USA,Socks,2024-01-17,173
37173,USA_037173,USA,T-Shirt,2024-01-18,174
37174,USA_037174,USA,Socks,2024-01-19,175
37175,USA_037175,USA,Socks,2024-01-20,176
37176,USA_037176,USA,T-Shirt,2024-01-21,177
37177,USA_037177,USA,Socks,2024-01-22,178
37178,USA_037178,USA,Socks,2024-01-23,179
37179,USA_037179,USA,T-Shirt,2024-01-24,180
37180,USA_037180,USA,Socks,2024-01-25,181
37181,USA_037181,USA,Socks,2024-01-26,182
37182,USA_037182,USA,T-Shirt,2024-01-27,183
37183,USA_037183,USA,Socks,2024-01-28,184
37184,USA_037184,USA,Socks,2024-01-01,185
37185,USA_037185,USA,T-Shirt,2024-01-02,186
37186,USA_037186,USA,Socks,2024-01-03,187
37187,USA_037187,USA,Socks,2024-01-04,188
37188,USA_037188,USA,T-Shirt,2024-01-05,189
37189,USA_037189,USA,Socks,2024-01-06,190
37190,USA_037190,USA,Socks,2024-01-07,191
37191,USA_037191,USA,T-Shirt,2024-01-08,192
37192,USA_037192,USA,Socks,2024-01-09,193
37193,USA_037193,USA,Socks,2024-01-10,194
37194,USA_037194,USA,T-Shirt,2024-01-11,195
37195,USA_037195,USA,Socks,2024-01-12,196
37196,USA_037196,USA,Socks,2024-01-13,197
37197,USA_037197,USA,T-Shirt,2024-01-14,198
37198,USA_037198,USA,Socks,2024-01-15,199
37199,USA_037199,USA,Socks,2024-01-16,200
37200,USA_037200,USA,T-Shirt,2024-01-17,1
37201,USA_037201,USA,Socks,2024-01-18,2
37202,USA_037202,USA,Socks,2024-01-19,3
37203,USA_037203,USA,T-Shirt,2024-01-20,4
37204,USA_037204,USA,Socks,2024-01-21,5
37205,USA_037205,USA,Socks,2024-01-22,6
37206,USA_037206,USA,T-Shirt,2024-01-23,7
37207,USA_037207,USA,Socks,2024-01-24,8
37208,USA_037208,USA,Socks,2024-01-25,9
37209,USA_037209,USA,T-Shirt,2024-01-26,10
37210,USA_037210,USA,Socks,2024-01-27,11
37211,USA_037211,USA,Socks,2024-01-28,12
37212,USA_037212,USA,T-Shirt,2024-01-01,13
37213,USA_037213,USA,Socks,2024-01-02,14
37214,USA_037214,USA,Socks,2024-01-03,15
37215,USA_037215,USA,T-Shirt,2024-01-04,16
37216,USA_037216,USA,Socks,2024-01-05,17
37217,USA_037217,USA,Socks,2024-01-06,18
37218,USA_037218,USA,T-Shirt,2024-01-07,19
37219,USA_037219,USA,Socks,2024-01-08,20
37220,USA_037220,USA,Socks,2024-01-09,21
37221,USA_037221,USA,T-Shirt,2024-01-10,22
37222,USA_037222,USA,Socks,2024-01-11,23
37223,USA_037223,USA,Socks,2024-01-12,24
37224,USA_037224,USA,T-Shirt,2024-01-13,25
37225,USA_037225,USA,Socks,2024-01-14,26
37226,USA_037226,USA,Socks,2024-01-15,27
37227,USA_037227,USA,T-Shirt,2024-01-16,28
37228,USA_037228,USA,Socks,2024-01-17,29
37229,USA_037229,USA,Socks,2024-01-18,30
37230,USA_037230,USA,T-Shirt,2024-01-19,31
37231,USA_037231,USA,Socks,2024-01-20,32
37232,USA_037232,USA,Socks,2024-01-21,33
37233,USA_037233,USA,T-Shirt,2024-01-22,34
37234,USA_037234,USA,Socks,2024-01-23,35
37235,USA_037235,USA,Socks,2024-01-24,36
37236,USA_037236,USA,T-Shirt,2024-01-25,37
37237,USA_037237,USA,Socks,2024-01-26,38
37238,USA_037238,USA,Socks,2024-01-27,39
37239,USA_037239,USA,T-Shirt,2024-01-28,40
37240,USA_037240,USA,Socks,2024-01-01,41
37241,USA_037241,USA,Socks,2024-01-02,42
37242,USA_037242,USA,T-Shirt,2024-01-03,43
37243,USA_037243,USA,Socks,2024-01-04,44
37244,USA_037244,USA,Socks,2024-01-05,45
37245,USA_037245,USA,T-Shirt,2024-01-06,46
37246,USA_037246,USA,Socks,2024-01-07,47
37247,USA_037247,USA,Socks,2024-01-08,48
37248,USA_037248,USA,T-Shirt,2024-01-09,49
37249,USA_037249,USA,Socks,2024-01-10,50
37250,USA_037250,USA,Socks,2024-01-11,51
37251,USA_037251,USA,T-Shirt,2024-01-12,52
37252,USA_037252,USA,Socks,2024-01-13,53
37253,USA_037253,USA,Socks,2024-01-14,54
37254,USA_037254,USA,T-Shirt,2024-01-15,55
37255,USA_037255,USA,Socks,2024-01-16,56
37256,USA_037256,USA,Socks,2024-01-17,57
37257,USA_037257,USA,T-Shirt,2024-01-18,58
37258,USA_037258,USA,Socks,2024-01-19,59
37259,USA_037259,USA,Socks,2024-01-20,60
37260,USA_037260,USA,T-Shirt,2024-01-21,61
37261,USA_037261,USA,Socks,2024-01-22,62
37262,USA_037262,USA,Socks,2024-01-23,63
37263,USA_037263,USA,T-Shirt,2024-01-24,64
37264,USA_037264,USA,Socks,2024-01-25,65
37265,USA_037265,USA,Socks,2024-01-26,66
37266,USA_037266,USA,T-Shirt,2024-01-27,67
37267,USA_037267,USA,Socks,2024-01-28,68
37268,USA_037268,USA,Socks,2024-01-01,69
37269,USA_037269,USA,T-Shirt,2024-01-02,70
37270,USA_037270,USA,Socks,2024-01-03,71
37271,USA_037271,USA,Socks,2024-01-04,72
37272,USA_037272,USA,T-Shirt,2024-01-05,73
37273,USA_037273,USA,Socks,2024-01-06,74
37274,USA_037274,USA,Socks,2024-01-07,75
37275,USA_037275,USA,T-Shirt,2024-01-08,76
37276,USA_037276,USA,Socks,2024-01-09,77
37277,USA_037277,USA,Socks,2024-01-10,78
37278,USA_037278,USA,T-Shirt,2024-01-11,79
37279,USA_037279,USA,Socks,2024-01-12,80
37280,USA_037280,USA,Socks,2024-01-13,81
37281,USA_037281,USA,T-Shirt,2024-01-14,82
37282,USA_037282,USA,Socks,2024-01-15,83
37283,USA_037283,USA,Socks,2024-01-16,84
37284,USA_037284,USA,T-Shirt,2024-01-17,85
37285,USA_037285,USA,Socks,2024-01-18,86
37286,USA_037286,USA,Socks,2024-01-19,87
37287,USA_037287,USA,T-Shirt,2024-01-20,88
37288,USA_037288,USA,Socks,2024-01-21,89
37289,USA_037289,USA,Socks,2024-01-22,90
37290,USA_037290,USA,T-Shirt,2024-01-23,91
37291,USA_037291,USA,Socks,2024-01-24,92
37292,USA_037292,USA,Socks,2024-01-25,93
37293,USA_037293,USA,T-Shirt,2024-01-26,94
37294,USA_037294,USA,Socks,2024-01-27,95
37295,USA_037295,USA,Socks,2024-01-28,96
37296,USA_037296,USA,T-Shirt,2024-01-01,97
37297,USA_037297,USA,Socks,2024-01-02,98
37298,USA_037298,USA,Socks,2024-01-03,99
37299,USA_037299,USA,T-Shirt,2024-01-04,100
37300,USA_037300,USA,Socks,2024-01-05,101
37301,USA_037301,USA,Socks,2024-01-06,102
37302,USA_037302,USA,T-Shirt,2024-01-07,103
37303,USA_037303,USA,Socks,2024-01-08,104
37304,USA_037304,USA,Socks,2024-01-09,105
37305,USA_037305,USA,T-Shirt,2024-01-10,106
37306,USA_037306,USA,Socks,2024-01-11,107
37307,USA_037307,USA,Socks,2024-01-12,108
37308,USA_037308,USA,T-Shirt,2024-01-13,109
37309,USA_037309,USA,Socks,2024-01-14,110
37310,USA_037310,USA,Socks,2024-01-15,111
37311,USA_037311,USA,T-Shirt,2024-01-16,112
37312,USA_037312,USA,Socks,2024-01-17,113
37313,USA_037313,USA,Socks,2024-01-18,114
37314,USA_037314,USA,T-Shirt,2024-01-19,115
37315,USA_037315,USA,Socks,2024-01-20,116
37316,USA_037316,USA,Socks,2024-01-21,117
37317,USA_037317,USA,T-Shirt,2024-01-22,118
37318,USA_037318,USA,Socks,2024-01-23,119
37319,USA_037319,USA,Socks,2024-01-24,120
37320,USA_037320,USA,T-Shirt,2024-01-25,121
37321,USA_037321,USA,Socks,2024-01-26,122
37322,USA_037322,USA,Socks,2024-01-27,123
37323,USA_037323,USA,T-Shirt,2024-01-28,124
37324,USA_037324,USA,Socks,2024-01-01,125
37325,USA_037325,USA,Socks,2024-01-02,126
37326,USA_037326,USA,T-Shirt,2024-01-03,127
37327,USA_037327,USA,Socks,2024-01-04,128
37328,USA_037328,USA,Socks,2024-01-05,129
37329,USA_037329,USA,T-Shirt,2024-01-06,130
37330,USA_037330,USA,Socks,2024-01-07,131
37331,USA_037331,USA,Socks,2024-01-08,132
37332,USA_037332,USA,T-Shirt,2024-01-09,133
37333,USA_037333,USA,Socks,2024-01-10,134
37334,USA_037334,USA,Socks,2024-01-11,135
37335,USA_037335,USA,T-Shirt,2024-01-12,136
37336,USA_037336,USA,Socks,2024-01-13,137
37337,USA_037337,USA,Socks,2024-01-14,138
37338,USA_037338,USA,T-Shirt,2024-01-15,139
37339,USA_037339,USA,Socks,2024-01-16,140
37340,USA_037340,USA,Socks,2024-01-17,141
37341,USA_037341,USA,T-Shirt,2024-01-18,142
37342,USA_037342,USA,Socks,2024-01-19,143
37343,USA_037343,USA,Socks,2024-01-20,144
37344,USA_037344,USA,T-Shirt,2024-01-21,145
37345,USA_037345,USA,Socks,2024-01-22,146
37346,USA_037346,USA,Socks,2024-01-23,147
37347,USA_037347,USA,T-Shirt,2024-01-24,148
37348,USA_037348,USA,Socks,2024-01-25,149
37349,USA_037349,USA,Socks,2024-01-26,150
37350,USA_037350,USA,T-Shirt,2024-01-27,151
37351,USA_037351,USA,Socks,2024-01-28,152
37352,USA_037352,USA,Socks,2024-01-01,153
37353,USA_037353,USA,T-Shirt,2024-01-02,154
37354,USA_037354,USA,Socks,2024-01-03,155
37355,USA_037355,USA,Socks,2024-01-04,156
37356,USA_037356,USA,T-Shirt,2024-01-05,157
37357,USA_037357,USA,Socks,2024-01-06,158
37358,USA_037358,USA,Socks,2024-01-07,159
37359,USA_037359,USA,T-Shirt,2024-01-08,160
37360,USA_037360,USA,Socks,2024-01-09,161
37361,USA_037361,USA,Socks,2024-01-10,162
37362,USA_037362,USA,T-Shirt,2024-01-11,163
37363,USA_037363,USA,Socks,2024-01-12,164
37364,USA_037364,USA,Socks,2024-01-13,165
37365,USA_037365,USA,T-Shirt,2024-01-14,166
37366,USA_037366,USA,Socks,2024-01-15,167
37367,USA_037367,USA,Socks,2024-01-16,168
37368,USA_037368,USA,T-Shirt,2024-01-17,169
37369,USA_037369,USA,Socks,2024-01-18,170
37370,USA_037370,USA,Socks,2024-01-19,171
37371,USA_037371,USA,T-Shirt,2024-01-20,172
37372,USA_037372,USA,Socks,2024-01-21,173
37373,USA_037373,USA,Socks,2024-01-22,174
37374,USA_037374,USA,T-Shirt,2024-01-23,175
37375,USA_037375,USA,Socks,2024-01-24,176
37376,USA_037376,USA,Socks,2024-01-25,177
37377,USA_037377,USA,T-Shirt,2024-01-26,178
37378,USA_037378,USA,Socks,2024-01-27,179
37379,USA_037379,USA,Socks,2024-01-28,180
37380,USA_037380,USA,T-Shirt,2024-01-01,181
37381,USA_037381,USA,Socks,2024-01-02,182
37382,USA_037382,USA,Socks,2024-01-03,183
37383,USA_037383,USA,T-Shirt,2024-01-04,184
37384,USA_037384,USA,Socks,2024-01-05,185
37385,USA_037385,USA,Socks,2024-01-06,186
37386,USA_037386,USA,T-Shirt,2024-01-07,187
37387,USA_037387,USA,Socks,2024-01-08,188
37388,USA_037388,USA,Socks,2024-01-09,189
37389,USA_037389,USA,T-Shirt,2024-01-10,190
37390,USA_037390,USA,Socks,2024-01-11,191
37391,USA_037391,USA,Socks,2024-01-12,192
37392,USA_037392,USA,T-Shirt,2024-01-13,193
37393,USA_037393,USA,Socks,2024-01-14,194
37394,USA_037394,USA,Socks,2024-01-15,195
37395,USA_037395,USA,T-Shirt,2024-01-16,196
37396,USA_037396,USA,Socks,2024-01-17,197
37397,USA_037397,USA,Socks,2024-01-18,198
37398,USA_037398,USA,T-Shirt,2024-01-19,199
37399,USA_037399,USA,Socks,2024-01-20,200
37400,USA_037400,USA,Socks,2024-01-21,1
37401,USA_037401,USA,T-Shirt,2024-01-22,2
37402,USA_037402,USA,Socks,2024-01-23,3
37403,USA_037403,USA,Socks,2024-01-24,4
37404,USA_037404,USA,T-Shirt,2024-01-25,5
37405,USA_037405,USA,Socks,2024-01-26,6
37406,USA_037406,USA,Socks,2024-01-27,7
37407,USA_037407,USA,T-Shirt,2024-01-28,8
37408,USA_037408,USA,Socks,2024-01-01,9
37409,USA_037409,USA,Socks,2024-01-02,10
37410,USA_037410,USA,T-Shirt,2024-01-03,11
37411,USA_037411,USA,Socks,2024-01-04,12
37412,USA_037412,USA,Socks,2024-01-05,13
37413,USA_037413,USA,T-Shirt,2024-01-06,14
37414,USA_037414,USA,Socks,2024-01-07,15
37415,USA_037415,USA,Socks,2024-01-08,16
37416,USA_037416,USA,T-Shirt,2024-01-09,17
37417,USA_037417,USA,Socks,2024-01-10,18
37418,USA_037418,USA,Socks,2024-01-11,19
37419,USA_037419,USA,T-Shirt,2024-01-12,20
37420,USA_037420,USA,Socks,2024-01-13,21
37421,USA_037421,USA,Socks,2024-01-14,22
37422,USA_037422,USA,T-Shirt,2024-01-15,23
37423,USA_037423,USA,Socks,2024-01-16,24
37424,USA_037424,USA,Socks,2024-01-17,25
37425,USA_037425,USA,T-Shirt,2024-01-18,26
37426,USA_037426,USA,Socks,2024-01-19,27
37427,USA_037427,USA,Socks,2024-01-20,28
37428,USA_037428,USA,T-Shirt,2024-01-21,29
37429,USA_037429,USA,Socks,2024-01-22,30
37430,USA_037430,USA,Socks,2024-01-23,31
37431,USA_037431,USA,T-Shirt,2024-01-24,32
37432,USA_037432,USA,Socks,2024-01-25,33
37433,USA_037433,USA,Socks,2024-01-26,34
37434,USA_037434,USA,T-Shirt,2024-01-27,35
37435,USA_037435,USA,Socks,2024-01-28,36
37436,USA_037436,USA,Socks,2024-01-01,37
37437,USA_037437,USA,T-Shirt,2024-01-02,38
37438,USA_037438,USA,Socks,2024-01-03,39
37439,USA_037439,USA,Socks,2024-01-04,40
37440,USA_037440,USA,T-Shirt,2024-01-05,41
37441,USA_037441,USA,Socks,2024-01-06,42
37442,USA_037442,USA,Socks,2024-01-07,43
37443,USA_037443,USA,T-Shirt,2024-01-08,44
37444,USA_037444,USA,Socks,2024-01-09,45
37445,USA_037445,USA,Socks,2024-01-10,46
37446,USA_037446,USA,T-Shirt,2024-01-11,47
37447,USA_037447,USA,Socks,2024-01-12,48
37448,USA_037448,USA,Socks,2024-01-13,49
37449,USA_037449,USA,T-Shirt,2024-01-14,50
37450,USA_037450,USA,Socks,2024-01-15,51
37451,USA_037451,USA,Socks,2024-01-16,52
37452,USA_037452,USA,T-Shirt,2024-01-17,53
37453,USA_037453,USA,Socks,2024-01-18,54
37454,USA_037454,USA,Socks,2024-01-19,55
37455,USA_037455,USA,T-Shirt,2024-01-20,56
37456,USA_037456,USA,Socks,2024-01-21,57
37457,USA_037457,USA,Socks,2024-01-22,58
37458,USA_037458,USA,T-Shirt,2024-01-23,59
37459,USA_037459,USA,Socks,2024-01-24,60
37460,USA_037460,USA,Socks,2024-01-25,61
37461,USA_037461,USA,T-Shirt,2024-01-26,62
37462,USA_037462,USA,Socks,2024-01-27,63
37463,USA_037463,USA,Socks,2024-01-28,64
37464,USA_037464,USA,T-Shirt,2024-01-01,65
37465,USA_037465,USA,Socks,2024-01-02,66
37466,USA_037466,USA,Socks,2024-01-03,67
37467,USA_037467,USA,T-Shirt,2024-01-04,68
37468,USA_037468,USA,Socks,2024-01-05,69
37469,USA_037469,USA,Socks,2024-01-06,70
37470,USA_037470,USA,T-Shirt,2024-01-07,71
37471,USA_037471,USA,Socks,2024-01-08,72
37472,USA_037472,USA,Socks,2024-01-09,73
37473,USA_037473,USA,T-Shirt,2024-01-10,74
37474,USA_037474,USA,Socks,2024-01-11,75
37475,USA_037475,USA,Socks,2024-01-12,76
